,Lever position (lp) [ ],Ship speed (v) [knots],Gas Turbine shaft torque (GTT) [kN m],Gas Turbine rate of revolutions (GTn) [rpm],Gas Generator rate of revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN],Port Propeller Torque (Tp) [kN],HP Turbine exit temperature (T48) [C],GT Compressor inlet air temperature (T1) [C],GT Compressor outlet air temperature (T2) [C],HP Turbine exit pressure (P48) [bar],GT Compressor inlet air pressure (P1) [bar],GT Compressor outlet air pressure (P2) [bar],Gas Turbine exhaust gas pressure (Pexh) [bar],Turbine Injecton Control (TIC) [%],Fuel flow (mf) [kg/s],GT Compressor decay state coefficient.,GT Turbine decay state coefficient.
182,4.161,12,14718.742,1547.452,7730.978,113.749,113.749,624.852,288,601.289,1.663,0.998,8.878,1.023,16.505,0.327,0.994,0.994
183,1.138,3,311.378,1350.488,6676.098,7.638,7.638,462.814,288,550.125,1.097,0.998,5.946,1.019,6.304,0.08,0.952,0.976
184,9.3,27,72777.674,3560.409,9761.466,645.093,645.093,1058.471,288,774.02,4.509,0.998,22.373,1.051,87.537,1.733,0.982,0.999
185,9.3,27,72769.11,3560.428,9783.167,644.773,644.773,1105.365,288,787.074,4.489,0.998,22.578,1.049,91.441,1.81,0.952,0.984
186,8.206,24,50993.481,3087.469,9302.413,438.024,438.024,909.254,288,726.826,3.592,0.998,18.435,1.042,59.351,1.175,0.989,0.991
187,7.148,21,39012.526,2677.977,9113.282,332.504,332.504,816.241,288,684.291,2.991,0.998,15.714,1.036,43.647,0.864,0.997,0.982
188,2.088,6,3664.072,1385.754,6799.604,29.853,29.853,518.087,288,561.732,1.232,0.998,6.639,1.02,0,0.146,0.977,0.985
189,3.144,9,8376.506,1386.742,7075.053,60.316,60.316,571.16,288,575.885,1.391,0.998,7.44,1.021,11.712,0.232,0.99,0.996
190,7.148,21,38996.009,2678.072,9124.925,332.351,332.351,811.856,288,685.832,2.976,0.998,15.471,1.036,43.097,0.853,0.985,0.994
191,6.175,18,29762.56,2306.779,8798.222,245.951,245.951,758.798,288,661.955,2.512,0.998,13.203,1.031,33.387,0.661,0.994,0.992
192,3.144,9,8374.003,1386.721,7022.516,60.288,60.288,578.658,288,576.226,1.393,0.998,7.545,1.02,12.046,0.238,0.998,0.982
193,4.161,12,14723.99,1547.472,7808.145,113.801,113.801,632.654,288,606.537,1.655,0.998,8.798,1.023,16.781,0.332,0.965,1
194,7.148,21,38991.129,2678.075,9127.693,332.265,332.265,822.374,288,689.535,2.971,0.998,15.505,1.036,43.768,0.867,0.975,0.99
195,6.175,18,29762.377,2306.831,8790.142,245.989,245.989,757.985,288,661.005,2.515,0.998,13.242,1.031,33.383,0.661,1,0.99
196,2.088,6,5699.822,1393.556,6803.986,31.386,31.386,566.735,288,567.896,1.3,0.998,6.985,1.02,0,0.209,0.984,0.991
197,8.206,24,50994.01,3087.49,9304.134,437.994,437.994,919.067,288,729.794,3.591,0.998,18.512,1.042,60.11,1.19,0.982,0.986
198,6.175,18,29790.637,2307.451,8817.623,246.201,246.201,757.021,288,663.099,2.506,0.998,13.094,1.031,33.193,0.657,0.983,0.999
199,8.206,24,50993.404,3087.471,9303.791,438.11,438.11,907.845,288,726.805,3.59,0.998,18.39,1.042,59.197,1.172,0.988,0.993
200,1.138,3,5194.629,1364.563,6627.571,8.314,8.314,591.31,288,563.917,1.273,0.998,6.892,1.019,11.431,0.245,0.994,0.986
201,2.088,6,4010.543,1389.655,6793.017,30.596,30.596,527.204,288,562.776,1.245,0.998,6.712,1.02,0,0.157,0.98,0.984
202,6.175,18,29773.289,2307.149,8813.016,246.057,246.057,759.56,288,663.461,2.507,0.998,13.132,1.031,33.359,0.66,0.984,0.996
203,3.144,9,8377.005,1386.745,7074.79,60.333,60.333,590.48,288,581.648,1.391,0.998,7.54,1.02,12.492,0.247,0.973,0.981
204,1.138,3,1185.015,1318.175,6676.849,5.765,5.765,488.055,288,548.666,1.128,0.998,6.022,1.019,24.113,0.132,0.969,0.999
205,4.161,12,14724.595,1547.47,7806.847,113.796,113.796,646.218,288,610.25,1.656,0.998,8.886,1.022,17.402,0.344,0.956,0.989
206,8.206,24,50994.389,3087.513,9307.582,438.079,438.079,924.777,288,732.126,3.586,0.998,18.507,1.041,60.481,1.197,0.975,0.985
207,4.161,12,14722.13,1547.465,7780.917,113.78,113.78,628.559,288,604.316,1.658,0.998,8.817,1.023,16.622,0.329,0.976,0.999
208,2.088,6,6845.652,1362.786,6731.29,25.691,25.691,612.157,288,570.787,1.328,0.998,7.235,1.019,16.449,0.276,0.995,0.979
209,2.088,6,6691.018,1360.927,6790.44,25.346,25.346,593.788,288,568.386,1.32,0.998,7.068,1.02,16.5,0.26,0.99,0.999
210,8.206,24,50993.2,3087.465,9305.454,438.047,438.047,903.756,288,726.161,3.587,0.998,18.309,1.042,58.814,1.164,0.988,0.997
211,8.206,24,50994.024,3087.496,9305.104,438.081,438.081,918.68,288,729.938,3.589,0.998,18.488,1.042,60.051,1.189,0.981,0.987
212,6.175,18,29761.46,2306.768,8802.46,245.958,245.958,776.691,288,667.449,2.51,0.998,13.311,1.03,34.455,0.682,0.98,0.982
213,4.161,12,14720.244,1547.452,7739.073,113.755,113.755,645.36,288,607.277,1.662,0.998,8.996,1.022,17.441,0.345,0.977,0.979
214,6.175,18,29770.006,2307.126,8812.364,245.981,245.981,784.604,288,670.557,2.506,0.998,13.32,1.03,34.883,0.691,0.969,0.98
215,7.148,21,38995.198,2678.06,9123.124,332.351,332.351,833.246,288,691.544,2.977,0.998,15.672,1.035,44.613,0.883,0.974,0.98
216,8.206,24,50992.096,3087.395,9295.751,437.974,437.974,913.749,288,726.353,3.603,0.998,18.621,1.042,59.902,1.186,0.995,0.983
217,4.161,12,14718.214,1547.45,7722.72,113.741,113.741,625.675,288,601.186,1.663,0.998,8.897,1.023,16.553,0.328,0.996,0.992
218,5.14,15,21634.618,1924.335,8495.733,175.322,175.322,708.346,288,639.21,2.078,0.998,11.036,1.026,25.139,0.498,0.964,0.991
219,8.206,24,50993.147,3087.417,9307.518,438.046,438.046,940.071,288,735.993,3.589,0.998,18.692,1.041,61.742,1.222,0.968,0.975
220,2.088,6,6237.416,1390.233,6813.953,30.779,30.779,579.07,288,569.453,1.316,0.998,7.049,1.02,0.256,0.227,0.983,0.995
221,8.206,24,50994.798,3087.539,9314.004,438.086,438.086,929.453,288,734.952,3.577,0.998,18.429,1.041,60.682,1.201,0.965,0.987
222,4.161,12,14721.179,1547.454,7748.826,113.768,113.768,651.223,288,609.277,1.661,0.998,9.017,1.022,17.697,0.35,0.97,0.976
223,3.144,9,8374.91,1386.733,7038.658,60.296,60.296,578.02,288,576.627,1.393,0.998,7.521,1.02,12.011,0.238,0.994,0.985
224,8.206,24,50996.911,3087.617,9323.718,438.127,438.127,934.996,288,738.868,3.563,0.998,18.296,1.041,60.862,1.205,0.951,0.991
225,9.3,27,72767.717,3560.417,9783.213,644.801,644.801,1110.396,288,788.242,4.49,0.998,22.647,1.049,91.917,1.82,0.95,0.981
226,9.3,27,72760.421,3560.368,9734.973,644.706,644.706,1065.14,288,773.764,4.543,0.998,22.942,1.051,88.833,1.758,0.991,0.98
227,2.088,6,6651.056,1385.096,6797.096,29.81,29.81,591.772,288,570.277,1.327,0.998,7.128,1.02,3.616,0.246,0.987,0.993
228,6.175,18,29761.482,2306.846,8791.187,245.988,245.988,775.966,288,666.237,2.514,0.998,13.369,1.03,34.475,0.683,0.988,0.979
229,1.138,3,928.997,1378.349,6700.347,9.224,9.224,477.509,288,553.652,1.124,0.998,6.083,1.019,0,0.093,0.952,0.978
230,2.088,6,5260.595,1345.832,6828.496,22.641,22.641,586.968,288,572.298,1.272,0.998,6.89,1.019,23.498,0.241,0.954,0.986
231,9.3,27,72764.349,3560.384,9735.999,645.06,645.06,1055.612,288,771.444,4.541,0.998,22.805,1.052,87.893,1.74,0.995,0.986
232,1.138,3,2036.444,1400.134,6677.161,10.404,10.404,496.391,288,553.824,1.171,0.998,6.304,1.019,0,0.121,0.978,0.985
233,6.175,18,29760.918,2306.782,8800.552,245.98,245.98,787.082,288,670.222,2.51,0.998,13.399,1.03,35.094,0.695,0.975,0.975
234,9.3,27,72760.085,3560.383,9758.301,644.753,644.753,1096.067,288,782.9,4.519,0.998,22.922,1.05,91.222,1.806,0.967,0.975
235,9.3,27,72765.237,3560.386,9749.288,644.73,644.73,1075.28,288,777.229,4.527,0.998,22.815,1.051,89.461,1.771,0.98,0.982
236,8.206,24,50994.609,3087.542,9320.248,437.964,437.964,926.37,288,735.786,3.566,0.998,18.263,1.041,60.251,1.193,0.959,0.994
237,4.161,12,14723.465,1547.469,7797.477,113.778,113.778,634.291,288,606.571,1.656,0.998,8.826,1.023,16.868,0.334,0.967,0.997
238,3.144,9,8373.787,1386.72,7017.879,60.292,60.292,579.017,288,576.162,1.394,0.998,7.553,1.02,12.063,0.239,0.999,0.981
239,5.14,15,21625.749,1924.33,8469.302,175.219,175.219,692.529,288,631.996,2.087,0.998,11.069,1.027,24.401,0.483,0.993,0.992
240,1.138,3,2639.688,1307.675,6694.715,5.304,5.304,551.016,288,560.64,1.177,0.998,6.346,1.019,32.625,0.204,0.95,0.991
241,8.206,24,50993.987,3087.502,9311.868,438.097,438.097,916.115,288,730.992,3.578,0.998,18.318,1.042,59.651,1.181,0.974,0.994
242,5.14,15,21638.461,1924.335,8505.691,175.32,175.32,718.149,288,643.012,2.075,0.998,11.05,1.026,25.618,0.507,0.951,0.988
243,3.144,9,8377.294,1386.747,7082.73,60.333,60.333,586.814,288,580.848,1.39,0.998,7.512,1.02,12.341,0.244,0.974,0.985
244,9.3,27,72772.326,3560.4,9748.607,644.763,644.763,1054.055,288,771.93,4.525,0.998,22.558,1.051,87.438,1.731,0.99,0.994
245,5.14,15,21633.499,1924.333,8491.884,175.265,175.265,706.252,288,638.221,2.08,0.998,11.042,1.026,25.044,0.496,0.968,0.991
246,6.175,18,29761.77,2306.842,8790.123,246.004,246.004,769.038,288,664.17,2.515,0.998,13.323,1.031,34.059,0.674,0.993,0.983
247,3.144,9,8377.923,1386.751,7101.451,60.338,60.338,577.572,288,578.757,1.39,0.998,7.441,1.02,11.958,0.237,0.977,0.995
248,5.14,15,21633.633,1924.321,8489.481,175.261,175.261,718.093,288,641.329,2.08,0.998,11.135,1.026,25.687,0.508,0.962,0.982
249,8.206,24,50996.924,3087.595,9314.395,438.13,438.13,937.401,288,737.048,3.578,0.998,18.52,1.041,61.33,1.214,0.961,0.982
250,9.3,27,72764.643,3560.395,9765.207,645.046,645.046,1095.887,288,783.371,4.51,0.998,22.793,1.05,91.028,1.802,0.964,0.979
251,8.206,24,50989.328,3087.28,9298.021,438.068,438.068,926.007,288,730.088,3.601,0.998,18.712,1.042,60.84,1.204,0.986,0.977
252,4.161,12,14724.56,1547.47,7804.83,113.789,113.789,647.091,288,610.41,1.656,0.998,8.895,1.022,17.444,0.345,0.956,0.988
253,8.206,24,50993.745,3087.496,9311.586,437.95,437.95,912.731,288,730.048,3.578,0.998,18.285,1.042,59.381,1.176,0.976,0.996
254,5.14,15,21622.569,1924.307,8455.049,175.231,175.231,706.342,288,634.444,2.092,0.998,11.241,1.026,25.213,0.499,0.994,0.977
255,8.206,24,50994.688,3087.527,9309.952,438.004,438.004,929.197,288,733.855,3.583,0.998,18.509,1.041,60.776,1.203,0.97,0.984
256,4.161,12,14724.667,1547.467,7798.351,113.8,113.8,657.396,288,612.974,1.657,0.998,8.972,1.022,17.918,0.355,0.951,0.979
257,3.144,9,8376.963,1386.745,7075.713,60.333,60.333,586.722,288,580.566,1.391,0.998,7.52,1.02,12.341,0.244,0.976,0.984
258,4.161,12,14724.415,1547.472,7811.074,113.797,113.797,635.712,288,607.505,1.655,0.998,8.812,1.023,16.918,0.335,0.962,0.998
259,7.148,21,38980.455,2678.08,9134.925,332.063,332.063,844.385,288,697.602,2.961,0.998,15.551,1.035,45.122,0.893,0.953,0.983
260,7.148,21,38997.726,2678.057,9122.303,332.256,332.256,823.497,288,688.553,2.978,0.998,15.61,1.036,43.959,0.87,0.981,0.985
261,7.148,21,39003.2,2678.052,9120.789,332.391,332.391,801.258,288,681.766,2.982,0.998,15.46,1.036,42.443,0.84,0.997,0.997
262,3.144,9,8377.652,1386.749,7094.118,60.34,60.34,578.701,288,578.834,1.39,0.998,7.456,1.02,12.008,0.238,0.978,0.993
263,3.144,9,8374.655,1386.732,7033.643,60.302,60.302,579.599,288,576.913,1.393,0.998,7.536,1.02,12.078,0.239,0.994,0.983
264,9.3,27,72762.723,3560.383,9746.36,644.803,644.803,1075.949,288,777.192,4.53,0.998,22.876,1.051,89.597,1.774,0.981,0.98
265,8.206,24,50997.561,3087.611,9318.187,438.136,438.136,945.902,288,740.133,3.575,0.998,18.557,1.041,61.933,1.226,0.953,0.979
266,7.148,21,38993.442,2678.067,9124.618,332.267,332.267,831.846,288,691.507,2.975,0.998,15.634,1.035,44.485,0.881,0.973,0.982
267,5.14,15,21635.59,1924.341,8499.378,175.283,175.283,704.551,288,638.5,2.077,0.998,10.991,1.026,24.92,0.493,0.964,0.995
268,3.144,9,8378.323,1386.753,7096.237,60.342,60.342,600.138,288,585.288,1.39,0.998,7.563,1.02,12.864,0.255,0.959,0.977
269,2.088,6,2995.789,1354.441,6810.69,24.107,24.107,514.229,288,560.746,1.202,0.998,6.479,1.019,15.439,0.15,0.964,0.986
270,8.206,24,50993.07,3087.445,9296.183,438.039,438.039,904.868,288,724.141,3.601,0.998,18.512,1.042,59.161,1.171,0.999,0.989
271,2.088,6,5060.288,1345.165,6830.621,22.517,22.517,580.991,288,571.423,1.266,0.998,6.851,1.019,23.662,0.234,0.954,0.987
272,1.138,3,2543.906,1360.324,6606.05,8.11,8.11,524.698,288,555.278,1.185,0.998,6.456,1.019,11.821,0.161,0.989,0.975
273,5.14,15,21629.665,1924.344,8483.886,175.267,175.267,689.109,288,632.502,2.083,0.998,10.968,1.027,24.152,0.478,0.985,1
274,4.161,12,14725.332,1547.474,7818.254,113.804,113.804,647.208,288,610.978,1.655,0.998,8.874,1.022,17.435,0.345,0.952,0.99
275,6.175,18,29796.261,2307.264,8839.156,246.33,246.33,773.59,288,669.745,2.498,0.998,13.1,1.03,34.085,0.675,0.959,0.995
276,2.088,6,6381.936,1353.858,6720.31,24.055,24.055,605.588,288,569.654,1.312,0.998,7.168,1.019,20.7,0.268,0.994,0.976
277,8.206,24,50993.792,3087.503,9314.61,438.044,438.044,913.401,288,731,3.573,0.998,18.23,1.042,59.35,1.175,0.972,0.998
278,7.148,21,39004.733,2678.039,9119.258,332.352,332.352,805.826,288,682.724,2.984,0.998,15.524,1.036,42.795,0.847,0.996,0.993
279,3.144,9,8373.914,1386.72,7016.821,60.293,60.293,582.703,288,577.215,1.394,0.998,7.573,1.02,12.213,0.242,0.996,0.978
280,8.206,24,50996.501,3087.601,9320.929,438.122,438.122,933.265,288,737.705,3.567,0.998,18.33,1.041,60.797,1.204,0.955,0.99
281,7.148,21,38998.584,2678.051,9121.265,332.347,332.347,827.22,288,689.369,2.98,0.998,15.658,1.036,44.238,0.876,0.98,0.982
282,7.148,21,39003.608,2678.042,9119.658,332.45,332.45,809.714,288,683.945,2.983,0.998,15.548,1.036,43.058,0.853,0.993,0.991
283,5.14,15,21624.467,1924.317,8463.112,175.213,175.213,702.065,288,634.073,2.089,0.998,11.167,1.026,24.945,0.494,0.991,0.983
284,1.138,3,4539.365,1311.582,6692.372,5.518,5.518,603.001,288,568.308,1.238,0.998,6.698,1.019,33.182,0.265,0.953,0.991
285,8.206,24,50993.529,3087.473,9304.877,438.009,438.009,909.156,288,727.418,3.588,0.998,18.383,1.042,59.275,1.173,0.986,0.993
286,9.3,27,72772.895,3560.425,9778.933,644.939,644.939,1092.801,288,783.77,4.492,0.998,22.488,1.049,90.368,1.789,0.959,0.989
287,1.138,3,385.235,1339.768,6656.062,6.967,6.967,460.543,288,546.52,1.099,0.998,5.922,1.019,12.515,0.087,0.967,0.984
288,9.3,27,72766.067,3560.406,9770.339,644.868,644.868,1097.543,288,784.166,4.504,0.998,22.718,1.049,91.049,1.802,0.961,0.981
289,1.138,3,1704.963,1312.146,6686.044,5.495,5.495,513.95,288,553.928,1.146,0.998,6.151,1.019,28.288,0.162,0.959,0.995
290,3.144,9,8378.392,1386.753,7111.063,60.351,60.351,576.886,288,578.892,1.389,0.998,7.426,1.02,11.925,0.236,0.975,0.997
291,3.144,9,8373.476,1386.718,7008.275,60.284,60.284,580.966,288,576.385,1.394,0.998,7.575,1.02,12.148,0.24,1,0.978
292,9.3,27,72757.756,3560.367,9729.468,644.976,644.976,1061.768,288,772.58,4.549,0.998,22.996,1.051,88.637,1.755,0.995,0.979
293,7.148,21,38988.764,2678.085,9130.728,332.284,332.284,814.736,288,688.065,2.968,0.998,15.391,1.036,43.176,0.855,0.976,0.997
294,9.3,27,72771.883,3560.385,9742.068,645.004,645.004,1047.677,288,769.863,4.533,0.998,22.597,1.052,86.984,1.722,0.996,0.994
295,3.144,9,8377.591,1386.749,7094.72,60.338,60.338,576.26,288,578.122,1.39,0.998,7.443,1.02,11.909,0.236,0.98,0.995
296,6.175,18,29762.944,2306.743,8801.325,245.944,245.944,750.964,288,659.969,2.511,0.998,13.129,1.031,32.887,0.651,0.997,0.998
297,4.161,12,14718.356,1547.446,7712.929,113.738,113.738,641.295,288,605.095,1.665,0.998,9.016,1.023,17.286,0.342,0.988,0.978
298,1.138,3,2623.725,1402.458,6669.282,10.446,10.446,497.9,288,551.074,1.194,0.998,6.356,1.019,0.362,0.13,0.998,0.998
299,6.175,18,29760.409,2306.816,8776.989,245.94,245.94,775.424,288,664.816,2.519,0.998,13.443,1.03,34.522,0.683,0.998,0.975
300,8.206,24,50994.352,3087.526,9317.841,437.969,437.969,921.898,288,734.018,3.569,0.998,18.261,1.041,59.955,1.187,0.964,0.995
301,3.144,9,8375.294,1386.735,7052.206,60.314,60.314,570.488,288,574.864,1.392,0.998,7.465,1.021,11.697,0.232,0.997,0.993
302,1.138,3,4054.962,1413.323,6707.039,11.171,11.171,542.158,288,559.787,1.245,0.998,6.631,1.019,0,0.181,0.986,1
303,8.206,24,50996.852,3087.612,9323.107,437.98,437.98,934.312,288,738.537,3.563,0.998,18.299,1.041,60.822,1.204,0.952,0.991
304,3.144,9,8373.715,1386.72,7015.387,60.289,60.289,579.809,288,576.305,1.394,0.998,7.56,1.02,12.097,0.239,0.999,0.98
305,1.138,3,1688.725,1386.63,6659.591,9.551,9.551,479.089,288,548.873,1.156,0.998,6.189,1.019,1.248,0.105,0.989,0.991
306,2.088,6,3140.085,1376.795,6737.025,28.147,28.147,497.089,288,555.155,1.214,0.998,6.554,1.02,2.713,0.126,1,0.982
307,7.148,21,38978.202,2678.08,9137.448,332.037,332.037,842.672,288,697.731,2.957,0.998,15.493,1.035,44.952,0.89,0.951,0.986
308,3.144,9,8379.184,1386.757,7120.212,60.356,60.356,589.008,288,582.854,1.389,0.998,7.477,1.02,12.408,0.246,0.962,0.989
309,3.144,9,8376.652,1386.743,7072.194,60.33,60.33,582.115,288,579.066,1.391,0.998,7.5,1.02,12.158,0.241,0.981,0.987
310,7.148,21,39000.386,2678.039,9119.181,332.302,332.302,834.752,288,691.015,2.982,0.998,15.754,1.035,44.801,0.887,0.978,0.976
311,9.3,27,72766.747,3560.393,9756.1,645.092,645.092,1081.9,288,779.336,4.519,0.998,22.775,1.05,89.926,1.78,0.974,0.982
312,9.3,27,72761.868,3560.384,9744.075,645.05,645.05,1073.766,288,776.499,4.533,0.998,22.889,1.051,89.443,1.771,0.983,0.98
313,5.14,15,21626.568,1924.308,8466.096,175.26,175.26,713.988,288,637.748,2.088,0.998,11.232,1.026,25.574,0.506,0.981,0.976
314,9.3,27,72774.193,3560.403,9761.199,644.956,644.956,1069.892,288,776.797,4.511,0.998,22.526,1.05,88.644,1.755,0.977,0.992
315,4.161,12,14724.468,1547.473,7813.097,113.799,113.799,634.863,288,607.348,1.655,0.998,8.804,1.023,16.877,0.334,0.962,0.999
316,4.161,12,14719.234,1547.45,7727.504,113.751,113.751,640.447,288,605.459,1.663,0.998,8.985,1.023,17.23,0.341,0.984,0.981
317,7.148,21,38999.754,2678.044,9119.688,332.409,332.409,833.709,288,690.84,2.981,0.998,15.737,1.035,44.718,0.885,0.978,0.977
318,4.161,12,14726.051,1547.478,7832.851,113.815,113.815,642.484,288,610.249,1.653,0.998,8.819,1.022,17.203,0.341,0.951,0.996
319,3.144,9,8377.766,1386.75,7091.731,60.337,60.337,588.607,288,581.708,1.39,0.998,7.51,1.02,12.408,0.246,0.97,0.985
320,6.175,18,29794.33,2307.304,8831.4,246.295,246.295,765.191,288,666.661,2.501,0.998,13.08,1.03,33.616,0.666,0.969,0.998
321,4.161,12,14720.923,1547.458,7756.53,113.77,113.77,636.182,288,605.461,1.66,0.998,8.907,1.023,17.001,0.337,0.978,0.989
322,7.148,21,38983.463,2678.085,9131.415,332.224,332.224,853.371,288,699.311,2.965,0.998,15.685,1.035,45.809,0.907,0.952,0.975
323,1.138,3,3446.264,1362.376,6597.134,8.212,8.212,546.807,288,557.23,1.217,0.998,6.622,1.019,12.625,0.191,0.998,0.978
324,8.206,24,50993.383,3087.462,9300.422,438.099,438.099,916.175,288,728.126,3.596,0.998,18.554,1.042,59.975,1.187,0.988,0.985
325,8.206,24,50993.979,3087.507,9313.385,437.988,437.988,916.443,288,731.466,3.576,0.998,18.291,1.042,59.635,1.181,0.972,0.995
326,8.206,24,50990.048,3087.307,9295.619,438.01,438.01,919.952,288,727.937,3.604,0.998,18.692,1.042,60.411,1.196,0.992,0.979
327,9.3,27,72769.66,3560.428,9774.31,644.847,644.847,1093.114,288,783.448,4.498,0.998,22.582,1.049,90.523,1.792,0.961,0.986
328,5.14,15,21638.335,1924.336,8505.621,175.298,175.298,716.644,288,642.578,2.075,0.998,11.04,1.026,25.538,0.506,0.952,0.989
329,6.175,18,29764.145,2306.857,8808.577,245.984,245.984,765.36,288,664.754,2.508,0.998,13.195,1.031,33.731,0.668,0.983,0.991
330,4.161,12,14719.329,1547.452,7732.871,113.742,113.742,635.203,288,604.235,1.663,0.998,8.941,1.023,16.982,0.336,0.986,0.986
331,6.175,18,29774.672,2307.257,8813.568,246.027,246.027,783.508,288,670.344,2.506,0.998,13.307,1.03,34.814,0.689,0.969,0.981
332,4.161,12,14717.676,1547.448,7714.287,113.73,113.73,625.222,288,600.72,1.664,0.998,8.909,1.023,16.541,0.327,0.999,0.991
333,1.138,3,3835.001,1388.051,6635.772,9.705,9.705,553.003,288,560.515,1.235,0.998,6.698,1.019,4.74,0.191,0.99,0.98
334,8.206,24,50993.476,3087.467,9300.489,437.976,437.976,910.028,288,726.548,3.595,0.998,18.483,1.042,59.468,1.177,0.991,0.989
335,5.14,15,21632.488,1924.319,8485.641,175.267,175.267,715.972,288,640.334,2.082,0.998,11.141,1.026,25.592,0.507,0.966,0.982
336,3.144,9,8379.529,1386.759,7123.48,60.357,60.357,596.25,288,585.129,1.388,0.998,7.51,1.02,12.694,0.251,0.955,0.984
337,7.148,21,38995.579,2678.071,9124.872,332.354,332.354,815.139,288,686.768,2.976,0.998,15.498,1.036,43.326,0.858,0.983,0.992
338,8.206,24,50994.041,3087.503,9308.559,438.085,438.085,918.218,288,730.689,3.584,0.998,18.411,1.042,59.917,1.186,0.977,0.99
339,2.088,6,5695.505,1348.33,6771.658,23.043,23.043,569.887,288,563.661,1.288,0.998,6.894,1.02,21.705,0.234,0.995,0.999
340,4.161,12,14718.221,1547.451,7725.955,113.743,113.743,620.169,288,599.781,1.663,0.998,8.856,1.023,16.293,0.323,0.999,0.997
341,3.144,9,8375.593,1386.737,7047.881,60.316,60.316,586.374,288,579.446,1.392,0.998,7.553,1.02,12.343,0.244,0.984,0.98
342,9.3,27,72760.349,3560.363,9728.918,645.056,645.056,1055.948,288,771.081,4.549,0.998,22.934,1.052,88.092,1.744,0.998,0.982
343,2.088,6,5352.983,1346.067,6813.904,22.688,22.688,591.864,288,572.78,1.276,0.998,6.931,1.019,23.448,0.246,0.956,0.982
344,1.138,3,4836.328,1385.143,6645.979,9.58,9.58,588.152,288,566.775,1.267,0.998,6.898,1.019,4.242,0.229,0.981,0.977
345,7.148,21,38999.018,2678.045,9120.166,332.359,332.359,834.371,288,691.145,2.981,0.998,15.734,1.035,44.753,0.886,0.977,0.977
346,3.144,9,8376.091,1386.74,7055.724,60.322,60.322,591.921,288,581.375,1.392,0.998,7.572,1.02,12.561,0.249,0.977,0.977
347,5.14,15,21631.976,1924.334,8488.007,175.271,175.271,702.703,288,636.814,2.081,0.998,11.038,1.026,24.87,0.492,0.973,0.992
348,4.161,12,14725.385,1547.476,7825.115,113.8,113.8,638.46,288,608.825,1.654,0.998,8.807,1.022,17.028,0.337,0.956,0.998
349,8.206,24,50993.38,3087.474,9307.622,437.982,437.982,906.388,288,727.395,3.584,0.998,18.294,1.042,58.971,1.167,0.984,0.997
350,4.161,12,14723.926,1547.471,7806.126,113.797,113.797,633.5,288,606.693,1.656,0.998,8.806,1.023,16.822,0.333,0.965,0.999
351,7.148,21,38990.901,2678.07,9126.573,332.224,332.224,832.819,288,692.26,2.972,0.998,15.607,1.035,44.51,0.881,0.97,0.983
352,4.161,12,14717.015,1547.442,7695.433,113.727,113.727,636.432,288,603.045,1.666,0.998,9.015,1.023,17.083,0.338,0.997,0.979
353,7.148,21,38994.858,2678.064,9124.213,332.349,332.349,826.123,288,689.769,2.976,0.998,15.596,1.036,44.1,0.873,0.977,0.985
354,6.175,18,29789.673,2307.518,8817.259,246.249,246.249,788.466,288,672.042,2.506,0.998,13.328,1.03,35.105,0.695,0.964,0.979
355,6.175,18,29763.214,2306.826,8807.553,245.932,245.932,768.021,288,665.426,2.508,0.998,13.22,1.03,33.899,0.671,0.982,0.989
356,5.14,15,21636.258,1924.317,8495.497,175.277,175.277,725.879,288,644.142,2.078,0.998,11.155,1.026,26.074,0.516,0.953,0.979
357,4.161,12,14719.338,1547.451,7731.163,113.752,113.752,637.382,288,604.766,1.663,0.998,8.958,1.023,17.085,0.338,0.985,0.984
358,6.175,18,29790.519,2307.455,8817.65,246.25,246.25,760.13,288,663.998,2.506,0.998,13.116,1.031,33.382,0.661,0.981,0.997
359,1.138,3,4739.337,1404.263,6676.82,10.573,10.573,557.398,288,560.106,1.267,0.998,6.755,1.019,0.218,0.202,0.998,1
360,5.14,15,21629.5,1924.322,8477.909,175.25,175.25,707.314,288,637.088,2.084,0.998,11.123,1.026,25.162,0.498,0.977,0.985
361,6.175,18,29762.464,2306.754,8801.267,245.939,245.939,758.72,288,662.203,2.511,0.998,13.185,1.031,33.365,0.661,0.992,0.993
