,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
271,bmw,x3,8500,2004,with mileage,304165.26,petrol,3000.0,other,auto,all-wheel drive,J
272,nissan,note,7000,2011,with mileage,134000.0,petrol,1400.0,black,mechanics,front-wheel drive,M
273,renault,laguna,1500,1998,with mileage,315000.0,petrol,2000.0,gray,mechanics,front-wheel drive,D
274,mercedes-benz,s-klass,6000,2001,with mileage,380000.0,diesel,3200.0,other,auto,rear drive,S
275,volvo,s80,12900,2009,with mileage,220000.0,diesel,2000.0,black,mechanics,front-wheel drive,E
276,volkswagen,passat,1850,1993,with mileage,350000.0,petrol,1800.0,green,mechanics,front-wheel drive,D
277,citroen,c4-grand-picasso,12450,2015,with mileage,118000.0,diesel,1600.0,burgundy,mechanics,front-wheel drive,C
278,volkswagen,passat-cc,18000,2012,with mileage,165000.0,petrol,1800.0,black,auto,front-wheel drive,D
279,audi,a6,4900,2002,with mileage,258000.0,diesel,2500.0,silver,auto,front-wheel drive,E
280,volvo,xc90,10700,2004,with mileage,273000.0,diesel,2400.0,silver,auto,part-time four-wheel drive,J
281,fiat,brava,2000,2000,with mileage,272000.0,petrol,1600.0,gray,mechanics,front-wheel drive,C
282,ford,escape,12900,2013,with mileage,120000.0,petrol,1600.0,black,auto,part-time four-wheel drive,J
283,renault,megane,1000,1997,with damage,257000.0,petrol,1600.0,other,mechanics,,C
284,audi,a4,11960,2010,with mileage,218000.0,diesel,2000.0,blue,auto,front-wheel drive,D
285,kia,rio,8900,2016,with mileage,80000.0,petrol,1600.0,gray,mechanics,front-wheel drive,B
286,uaz,469,3100,2007,with mileage,2000.0,petrol,2900.0,green,mechanics,part-time four-wheel drive,J
287,citroen,xsara-picasso,4700,2006,with mileage,250000.0,diesel,1600.0,purple,mechanics,front-wheel drive,C
288,volkswagen,passat,7250,2007,with mileage,250000.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
289,volkswagen,passat,8500,2009,with mileage,240000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
290,bmw,5-seriya,8200,2001,with mileage,390000.0,diesel,3000.0,black,auto,rear drive,E
291,audi,a2,4500,2001,with mileage,178000.0,diesel,1400.0,silver,mechanics,front-wheel drive,M
292,chevrolet,volt,15499,2015,with mileage,168000.0,petrol,1400.0,white,auto,front-wheel drive,
293,bmw,5-seriya,4500,1998,with mileage,440000.0,petrol,2500.0,blue,mechanics,rear drive,E
294,bmw,5-seriya,9800,2008,with mileage,276000.0,petrol,2500.0,gray,auto,rear drive,E
295,mercedes-benz,m-klass,9800,2005,with mileage,190000.0,petrol,3500.0,black,auto,all-wheel drive,J
296,peugeot,607,5800,2002,with mileage,357000.0,diesel,2200.0,blue,mechanics,front-wheel drive,E
297,volkswagen,passat,500,1988,with damage,457580.0,petrol,1800.0,blue,mechanics,front-wheel drive,D
298,volkswagen,passat,10500,2011,with mileage,96000.0,petrol,1800.0,silver,auto,front-wheel drive,D
299,citroen,c3,3500,2004,with mileage,330000.0,diesel,1400.0,red,mechanics,front-wheel drive,B
300,hyundai,i30,5500,2009,with mileage,144000.0,petrol,1400.0,red,mechanics,,C
301,citroen,c4-grand-picasso,13350,2015,with mileage,71000.0,diesel,1600.0,blue,auto,front-wheel drive,C
302,citroen,xsara,700,1998,for parts,3421976.0,petrol,1600.0,silver,mechanics,front-wheel drive,C
303,volkswagen,passat,3800,2001,with mileage,268000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D
304,audi,100,2500,1992,with mileage,500.0,diesel,2500.0,blue,mechanics,front-wheel drive,E
305,chevrolet,niva,8000,2017,with mileage,85000.0,petrol,1700.0,silver,mechanics,part-time four-wheel drive,J
306,ford,fusion,5450,2011,with mileage,175000.0,petrol,1400.0,other,mechanics,front-wheel drive,M
307,daewoo,leganza,2100,1997,with mileage,300000.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,E
308,renault,espace,2500,2000,with mileage,250000.0,petrol,2000.0,silver,mechanics,front-wheel drive,J
309,ford,galaxy,6000,2002,with mileage,350000.0,diesel,1900.0,silver,mechanics,front-wheel drive,M
310,citroen,c4,9500,2015,with mileage,66000.0,petrol,1600.0,gray,mechanics,front-wheel drive,C
311,kia,clarus,800,1999,with mileage,170000.0,petrol,2000.0,green,mechanics,front-wheel drive,D
312,volkswagen,passat,7000,2006,with mileage,367000.0,diesel,1900.0,black,mechanics,front-wheel drive,D
313,volkswagen,caravelle,8500,1999,with mileage,300000.0,diesel,2500.0,green,mechanics,front-wheel drive,M
314,ford,mondeo,19500,2018,with mileage,47300.0,petrol,2000.0,black,auto,front-wheel drive,D
315,nissan,primera,6300,2007,with mileage,270000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
316,mitsubishi,pajero,4500,1990,with mileage,450000.0,diesel,2500.0,silver,mechanics,part-time four-wheel drive,J
317,lexus,rx,12000,2005,with mileage,257655.33399999997,petrol,3300.0,gray,auto,part-time four-wheel drive,J
318,moskvich,2140,700,1982,with mileage,49000.0,petrol,1500.0,white,mechanics,rear drive,B
319,renault,megane,6500,2010,with mileage,230000.0,diesel,1500.0,silver,mechanics,front-wheel drive,C
320,land-rover,range-rover-sport,11222,2008,with mileage,222.0,diesel,3600.0,gray,auto,all-wheel drive,J
321,volkswagen,passat,5850,2003,with mileage,284739.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
322,bmw,5-seriya,3300,2001,with mileage,310000.0,petrol,2500.0,silver,auto,rear drive,E
323,mazda,323,950,1998,with mileage,291000.0,petrol,1300.0,green,mechanics,front-wheel drive,C
324,nissan,primera,1450,1999,with mileage,430000.0,diesel,2000.0,burgundy,mechanics,front-wheel drive,D
325,peugeot,308,6950,2011,with mileage,132000.0,petrol,1600.0,white,auto,front-wheel drive,C
326,bmw,x5,8350,2002,with mileage,355.0,petrol,3000.0,black,auto,all-wheel drive,J
327,volkswagen,passat,6100,2006,with mileage,311000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D
328,audi,a6,8000,2005,with mileage,191000.0,petrol,3200.0,black,auto,all-wheel drive,E
329,bmw,3-seriya,15555,2008,with mileage,174000.0,petrol,3000.0,gray,auto,rear drive,D
330,audi,a6,16000,2011,with mileage,125500.0,petrol,3000.0,white,auto,all-wheel drive,E
331,volkswagen,passat,8500,2010,with mileage,165000.0,diesel,1600.0,black,mechanics,front-wheel drive,D
332,volkswagen,touran,6400,2005,with mileage,303000.0,diesel,2000.0,black,auto,front-wheel drive,M
333,volkswagen,sharan,7550,2005,with mileage,321000.0,diesel,1900.0,silver,mechanics,front-wheel drive,
334,volkswagen,polo,1300,1995,with mileage,247000.0,petrol,1400.0,green,mechanics,front-wheel drive,B
335,audi,a6,4350,1999,with mileage,215000.0,petrol,1800.0,blue,mechanics,front-wheel drive,E
336,honda,civic,6700,2009,with mileage,253000.0,petrol,1400.0,red,mechanics,front-wheel drive,C
337,nissan,almera-tino,3375,2002,with mileage,197000.0,petrol,1800.0,black,mechanics,front-wheel drive,M
338,opel,ascona,400,1988,with mileage,1111.0,petrol,2000.0,blue,mechanics,front-wheel drive,D
339,hyundai,tucson,26000,2018,with mileage,45000.0,petrol,2000.0,red,auto,part-time four-wheel drive,J
340,renault,megane,1234,1997,with mileage,315411.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,C
341,lada-vaz,2106,2300,1991,with mileage,63000.0,petrol,1300.0,black,mechanics,rear drive,B
342,volkswagen,golf,238,1987,for parts,1.0,petrol,1600.0,white,mechanics,front-wheel drive,C
343,citroen,xantia,950,1995,with mileage,400000.0,diesel,1900.0,green,mechanics,front-wheel drive,D
344,citroen,xantia,1499,1996,with mileage,300.0,petrol,1800.0,silver,mechanics,front-wheel drive,D
345,audi,a6-allroad,15500,2008,with mileage,137000.0,petrol,4200.0,brown,auto,all-wheel drive,E
346,renault,kangoo,1300,1998,with mileage,145000.0,diesel,1900.0,burgundy,mechanics,front-wheel drive,M
347,peugeot,307,4300,2002,with mileage,190000.0,diesel,2000.0,black,mechanics,front-wheel drive,C
348,renault,19,300,1991,with mileage,425550.0,petrol,1721.0,blue,mechanics,front-wheel drive,C
349,volkswagen,touran,9500,2011,with mileage,180000.0,petrol,1200.0,blue,mechanics,front-wheel drive,M
350,mercedes-benz,c-klass,4200,2000,with mileage,490000.0,diesel,2200.0,silver,mechanics,rear drive,D
351,volkswagen,golf,1400,1988,with mileage,320000.0,petrol,1800.0,gray,mechanics,front-wheel drive,C
352,mercedes-benz,m-klass,8500,2005,with mileage,204000.0,petrol,3500.0,white,auto,all-wheel drive,J
353,audi,a6,8500,2007,with mileage,240000.0,diesel,2000.0,gray,mechanics,front-wheel drive,E
354,volkswagen,touareg,9500,2005,with mileage,260000.0,diesel,2500.0,silver,auto,all-wheel drive,J
355,bmw,7-seriya,4000,1999,with mileage,350000.0,petrol,4400.0,black,auto,rear drive,F
356,peugeot,308,5200,2008,with mileage,141600.0,petrol,1600.0,red,auto,front-wheel drive,C
357,toyota,corolla,7950,2010,with mileage,150000.0,petrol,1330.0,silver,mechanics,front-wheel drive,C
358,audi,100,2350,1994,with mileage,400000.0,petrol,2600.0,blue,mechanics,front-wheel drive,E
359,renault,19,270,1992,for parts,300.0,petrol,1800.0,green,mechanics,front-wheel drive,C
360,volkswagen,golf,1200,1996,with mileage,425000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,C
361,lada-vaz,2104,380,1988,with mileage,300000.0,petrol,1600.0,blue,mechanics,rear drive,B
362,mazda,cx-5,17999,2014,with mileage,127000.0,diesel,2200.0,white,auto,part-time four-wheel drive,J
363,toyota,corolla-verso,7550,2006,with mileage,199000.0,diesel,2200.0,silver,mechanics,front-wheel drive,M
364,renault,laguna,2500,2000,with mileage,412777.0,petrol,2000.0,green,mechanics,front-wheel drive,D
365,mercedes-benz,r-klass,11500,2007,with mileage,183000.0,petrol,3500.0,black,auto,all-wheel drive,
366,toyota,camry,12000,2010,with mileage,200000.0,petrol,2362.0,black,auto,,D
367,audi,a4,7995,2008,with mileage,177000.0,petrol,1800.0,red,auto,front-wheel drive,D
368,lifan,myway,12600,2018,with mileage,42960.0,petrol,1800.0,silver,auto,rear drive,
369,toyota,highlander,7700,2001,with mileage,362000.0,petrol,2400.0,black,auto,front-wheel drive,J
370,mitsubishi,lancer,1400,1993,with mileage,300.0,diesel,2000.0,white,mechanics,front-wheel drive,C
371,citroen,c3,4000,2007,with mileage,90000.0,petrol,1400.0,blue,mechanics,front-wheel drive,B
372,skoda,octavia,4990,2007,with mileage,256000.0,petrol,1600.0,white,mechanics,front-wheel drive,C
373,bmw,7-seriya,3000,2000,with mileage,350000.0,petrol,3500.0,black,auto,rear drive,F
374,daewoo,matiz,2000,2008,with mileage,107000.0,petrol,800.0,black,mechanics,front-wheel drive,A
375,opel,zafira,4700,2002,with mileage,313000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M
376,volkswagen,polo,5400,2008,with mileage,158000.0,diesel,1400.0,gray,mechanics,front-wheel drive,B
377,opel,corsa,5500,2010,with mileage,198000.0,petrol,1200.0,white,mechanics,front-wheel drive,B
378,toyota,carina-e,1700,1993,with mileage,360000.0,petrol,1600.0,red,mechanics,front-wheel drive,E
379,skoda,fabia,5600,2012,with mileage,216000.0,petrol,1400.0,white,mechanics,front-wheel drive,B
380,mitsubishi,lancer,8750,2010,with mileage,190000.0,petrol,1500.0,red,auto,front-wheel drive,C
381,volkswagen,sharan,3250,1996,with mileage,380000.0,petrol,2000.0,blue,mechanics,front-wheel drive,
382,land-rover,range-rover,5499,1998,with mileage,413450.0,diesel,2500.0,black,mechanics,all-wheel drive,J
383,opel,astra,690,1995,with mileage,200000.0,petrol,1600.0,white,mechanics,front-wheel drive,C
384,honda,accord,2500,1998,with mileage,198000.0,petrol,2000.0,purple,mechanics,front-wheel drive,D
385,hyundai,solaris,8900,2016,with damage,187000.0,petrol,1400.0,white,mechanics,front-wheel drive,B
386,toyota,prius,17500,2014,with mileage,143000.0,petrol,1800.0,other,auto,front-wheel drive,B
387,renault,laguna,1901,1995,with mileage,225307.6,petrol,1800.0,other,mechanics,front-wheel drive,D
388,bmw,5-seriya,4000,2000,with mileage,318000.0,diesel,2500.0,blue,mechanics,rear drive,E
389,audi,a8,5500,1995,with mileage,400000.0,petrol,2800.0,silver,mechanics,front-wheel drive,F
390,opel,astra,6200,2005,with mileage,352700.0,diesel,1900.0,white,mechanics,front-wheel drive,C
391,mercedes-benz,a-klass,3300,2000,with mileage,328000.0,diesel,1700.0,green,mechanics,front-wheel drive,A
392,opel,omega,4000,2000,with mileage,180000.0,petrol,2000.0,blue,mechanics,rear drive,E
393,peugeot,307,4900,2005,with mileage,150000.0,petrol,2000.0,silver,auto,front-wheel drive,C
394,bmw,3-seriya,2500,1992,with mileage,299999.0,petrol,1800.0,black,auto,rear drive,D
395,volkswagen,passat,9500,2010,with mileage,110000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
396,renault,symbol,3490,2005,with mileage,238000.0,petrol,1400.0,silver,mechanics,front-wheel drive,
397,chrysler,voyager,3500,1999,with mileage,360000.0,diesel,2500.0,silver,mechanics,front-wheel drive,M
398,chevrolet,cruze,7490,2011,with mileage,143.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
399,nissan,primera,1100,1996,with mileage,324000.0,petrol,1600.0,red,mechanics,front-wheel drive,D
400,maserati,gran-turismo,39900,2010,with mileage,67000.0,petrol,4800.0,black,auto,rear drive,
401,volvo,s60,11000,2012,with mileage,191000.0,petrol,1600.0,black,mechanics,front-wheel drive,D
402,renault,laguna,800,1995,with mileage,0.0,petrol,1800.0,gray,mechanics,front-wheel drive,D
403,audi,a6,4300,1998,with mileage,325000.0,petrol,2400.0,blue,mechanics,front-wheel drive,E
404,audi,a4,6300,2003,with mileage,300000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D
405,buick,encore,10200,2013,with mileage,83000.0,petrol,1400.0,gray,auto,front-wheel drive,
406,mazda,6,3500,2003,with mileage,320000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
407,mitsubishi,lancer,6300,2008,with mileage,185300.0,petrol,1800.0,black,auto,front-wheel drive,C
408,opel,astra,1000,1994,with mileage,400000.0,diesel,1700.0,silver,mechanics,front-wheel drive,C
409,mercedes-benz,b-klass,7000,2007,with mileage,216000.0,petrol,1500.0,gray,auto,front-wheel drive,M
410,alfa-romeo,146,1100,1995,with mileage,347000.0,petrol,1400.0,red,mechanics,front-wheel drive,C
411,citroen,c5,8999,2010,with mileage,124000.0,petrol,1600.0,white,auto,front-wheel drive,D
412,bmw,x5,11000,2007,with mileage,230000.0,petrol,4800.0,black,auto,all-wheel drive,J
413,hyundai,santa-fe,18950,2013,with mileage,173000.0,diesel,2200.0,brown,auto,front-wheel drive,J
414,audi,a6,4200,1999,with mileage,420000.0,petrol,2700.0,silver,auto,all-wheel drive,E
415,volkswagen,touareg,11700,2008,with mileage,296500.0,diesel,3000.0,other,auto,part-time four-wheel drive,J
416,renault,espace,2377,1995,with mileage,284000.0,petrol,2800.0,green,mechanics,front-wheel drive,J
417,cadillac,escalade,14000,2003,with mileage,140000.0,petrol,6000.0,black,auto,all-wheel drive,J
418,peugeot,308,10200,2013,with mileage,175000.0,diesel,1600.0,gray,mechanics,front-wheel drive,C
419,audi,a4,12950,2010,with mileage,263000.0,diesel,2000.0,black,auto,front-wheel drive,D
420,seat,ibiza,600,1993,with mileage,179000.0,petrol,1800.0,white,mechanics,front-wheel drive,B
421,renault,megane,9750,2015,with mileage,142357.0,diesel,1500.0,white,mechanics,front-wheel drive,C
422,audi,q5,15250,2009,with mileage,262500.0,diesel,2000.0,white,auto,all-wheel drive,J
423,peugeot,306,2750,1999,with mileage,276000.0,diesel,2000.0,blue,mechanics,front-wheel drive,C
424,volvo,xc60,21900,2015,with mileage,128000.0,diesel,2000.0,gray,auto,front-wheel drive,J
425,hyundai,santa-fe,10900,2007,with mileage,220000.0,diesel,2200.0,silver,auto,front-wheel drive,J
426,ford,galaxy,3500,1999,with mileage,350000.0,petrol,2300.0,blue,mechanics,front-wheel drive,M
427,jaguar,s-type,4700,2000,with mileage,375000.0,petrol,3000.0,black,auto,rear drive,
428,renault,megane,1350,1996,with mileage,227911.0,petrol,1596.0,black,mechanics,front-wheel drive,C
429,nissan,sunny,665,1998,with mileage,350000.0,diesel,2000.0,blue,mechanics,front-wheel drive,
430,mercedes-benz,s-klass,8000,2002,with mileage,468000.0,diesel,3200.0,black,auto,rear drive,S
431,ford,mondeo,1100,1997,with mileage,354000.0,petrol,1800.0,red,auto,front-wheel drive,D
432,volkswagen,golf-gti,13000,2009,with mileage,160000.0,petrol,2000.0,silver,auto,front-wheel drive,C
433,peugeot,407,4500,2004,with mileage,444445.0,diesel,2000.0,silver,mechanics,front-wheel drive,D
434,hyundai,santa-fe,9450,2006,with mileage,251000.0,diesel,2200.0,silver,auto,front-wheel drive,J
435,toyota,camry,15400,2012,with mileage,80000.0,petrol,2494.0,silver,auto,front-wheel drive,D
436,toyota,rav4,14250,2011,with mileage,81500.0,petrol,2000.0,other,auto,part-time four-wheel drive,J
437,volkswagen,passat,6500,2006,with mileage,310000.0,diesel,1900.0,black,mechanics,front-wheel drive,D
438,bmw,3-seriya,1900,1993,with mileage,3333333.0,petrol,1800.0,black,mechanics,rear drive,D
439,audi,a4,5200,2001,with mileage,332.0,diesel,1900.0,black,mechanics,front-wheel drive,D
440,volkswagen,transporter,4850,1995,with mileage,238000.0,petrol,2000.0,orange,mechanics,front-wheel drive,M
441,volvo,s80,6900,2007,with mileage,290000.0,petrol,4400.0,black,auto,all-wheel drive,E
442,renault,laguna,3300,2003,with mileage,290000.0,diesel,1900.0,other,mechanics,front-wheel drive,D
443,mercedes-benz,glc,31500,2015,with mileage,130000.0,diesel,2146.0,black,auto,all-wheel drive,J
444,bmw,7-seriya,16000,2010,with mileage,180000.0,petrol,5000.0,silver,auto,rear drive,F
445,mercedes-benz,vito,8300,2005,with mileage,310000.0,diesel,2200.0,burgundy,mechanics,rear drive,M
446,audi,a6,23990,2016,with mileage,153200.0,diesel,2000.0,black,mechanics,front-wheel drive,E
447,opel,vectra,1050,1995,with mileage,315000.0,petrol,1600.0,green,mechanics,front-wheel drive,D
448,mercedes-benz,gl-klass,20450,2010,with mileage,171000.0,diesel,3000.0,black,auto,all-wheel drive,J
449,ford,windstar,2700,1995,with mileage,400000.0,petrol,3800.0,purple,auto,front-wheel drive,
450,mercedes-benz,c-klass,11900,2009,with mileage,238000.0,diesel,2143.0,black,mechanics,rear drive,D
451,opel,astra,9900,2015,with mileage,160000.0,diesel,1600.0,white,mechanics,front-wheel drive,C
452,lada-vaz,2105,700,1982,with mileage,30000.0,petrol,1500.0,red,mechanics,rear drive,B
453,renault,megane,1050,1996,with mileage,350000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,C
454,mitsubishi,space-star,3200,2002,with mileage,302000.0,petrol,1300.0,blue,mechanics,front-wheel drive,M
455,ford,ecosport,14699,2017,with mileage,27300.0,petrol,1600.0,brown,mechanics,front-wheel drive,
456,mazda,cx-7,11500,2011,with mileage,219192.108,petrol,2500.0,gray,auto,front-wheel drive,J
457,bmw,5-seriya,2000,1994,with mileage,300000.0,petrol,2000.0,black,mechanics,rear drive,E
458,gaz,69,1000,1966,with mileage,0.0,petrol,2000.0,green,mechanics,part-time four-wheel drive,
459,mercedes-benz,m-klass,11550,2008,with mileage,188000.0,petrol,3500.0,black,auto,all-wheel drive,J
460,seat,cordoba,2350,2000,with mileage,305000.0,petrol,1400.0,silver,mechanics,front-wheel drive,B
461,buick,encore,12850,2015,with mileage,104000.0,petrol,1400.0,burgundy,auto,part-time four-wheel drive,
462,volkswagen,golf,700,1990,with mileage,378990.0,petrol,1300.0,blue,mechanics,front-wheel drive,C
463,citroen,xantia,1300,1993,with mileage,296700.0,petrol,2000.0,gray,mechanics,front-wheel drive,D
464,opel,astra,250,1995,for parts,280000.0,petrol,1400.0,white,mechanics,front-wheel drive,C
